"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
82,"1","2025-06-26T12:38:41.141245Z",76,"[{""start"":12,""end"":18,""text"":""120.75"",""labels"":[""AMOUNT""]},{""start"":8,""end"":11,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":31,""end"":39,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":43,""end"":78,""text"":""STARBUCKS -D625 ALSHAY ABU DHABI AE"",""labels"":[""LOCATION""]},{""start"":95,""end"":102,""text"":""5424.15"",""labels"":[""BALANCE""]},{""start"":91,""end"":94,""text"":""AED"",""labels"":[""CURRENCY""]}]",46.931,"Trx. of AED 120.75 on your a/c ****0535 at STARBUCKS -D625 ALSHAY ABU DHABI AE. Avl Bal is AED 5424.15","2025-06-26T12:38:41.141266Z"
83,"1","2025-06-26T12:39:00.549305Z",77,"[{""start"":18,""end"":24,""text"":""320.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":62,""text"":"" ****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":102,""end"":108,""text"":""320.00"",""labels"":[""BALANCE""]},{""start"":98,""end"":101,""text"":""AED"",""labels"":[""CURRENCY""]}]",17.438,"Dear Customer AED 320.00 was credited to your account ****0535. Your available account balance is AED 320.00","2025-06-26T12:39:00.549327Z"
84,"1","2025-06-26T12:39:40.636163Z",78,"[{""start"":19,""end"":24,""text"":""34.50"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":108,""end"":114,""text"":""304.04"",""labels"":[""BALANCE""]},{""start"":59,""end"":91,""text"":""PAPA MURPHYS PIZ-465016 DUBAI AE"",""labels"":[""LOCATION""]},{""start"":104,""end"":107,""text"":""AED"",""labels"":[""CURRENCY""]}]",38.453,"Transaction of AED 34.50 debited from your a/c ****0535 at PAPA MURPHYS PIZ-465016 DUBAI AE. Avl Bal is AED 304.04","2025-06-26T12:39:40.636187Z"
85,"1","2025-06-26T12:40:00.941111Z",79,"[{""start"":18,""end"":22,""text"":""1.05"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":57,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":97,""end"":104,""text"":""5649.98"",""labels"":[""BALANCE""]},{""start"":93,""end"":96,""text"":""AED"",""labels"":[""CURRENCY""]}]",18.749,"Dear Customer AED 1.05 was debited from your account *535. Your available account balance is AED 5649.98","2025-06-26T12:40:00.941136Z"
86,"1","2025-06-26T12:40:19.220887Z",80,"[{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":18,""end"":26,""text"":""10000.00"",""labels"":[""AMOUNT""]},{""start"":31,""end"":38,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":57,""end"":61,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":101,""end"":109,""text"":""99630.53"",""labels"":[""BALANCE""]},{""start"":97,""end"":100,""text"":""AED"",""labels"":[""CURRENCY""]}]",15.525,"Dear Customer AED 10000.00 was debited from your account *535. Your available account balance is AED 99630.53","2025-06-26T12:40:19.220912Z"
87,"1","2025-06-26T12:40:32.443128Z",81,"[{""start"":18,""end"":26,""text"":""11000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":31,""end"":39,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":108,""text"":"" 27000.29"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.797,"Dear Customer AED 11000.00 was credited to your account *535. Your available account balance is AED 27000.29","2025-06-26T12:40:32.443149Z"
88,"1","2025-06-26T12:41:30.456263Z",82,"[{""start"":19,""end"":24,""text"":""16.00"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":59,""end"":87,""text"":""CAFTERIA ALRAAI ABU DHABI AE"",""labels"":[""LOCATION""]},{""start"":104,""end"":110,""text"":""144.60"",""labels"":[""BALANCE""]},{""start"":100,""end"":103,""text"":""AED"",""labels"":[""CURRENCY""]}]",54.359,"Transaction of AED 16.00 debited from your a/c ****0535 at CAFTERIA ALRAAI ABU DHABI AE. Avl Bal is AED 144.60","2025-06-26T12:41:30.456290Z"
89,"1","2025-06-26T12:41:44.564652Z",83,"[{""start"":17,""end"":25,""text"":"" 200.00 "",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":63,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":103,""end"":109,""text"":""154.36"",""labels"":[""BALANCE""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]}]",12.415,"Dear Customer AED 200.00 was debited from your account ****0535. Your available account balance is AED 154.36","2025-06-26T12:41:44.564673Z"
90,"1","2025-06-26T12:42:08.205886Z",84,"[{""start"":19,""end"":24,""text"":""29.40"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":111,""end"":116,""text"":""65.03"",""labels"":[""BALANCE""]},{""start"":107,""end"":110,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":59,""end"":94,""text"":""PARAKANDY ABDUL MAJEED ABU DHABI AE"",""labels"":[""LOCATION""]}]",21.617,"Transaction of AED 29.40 debited from your a/c ****0535 at PARAKANDY ABDUL MAJEED ABU DHABI AE. Avl Bal is AED 65.03","2025-06-26T12:42:08.205912Z"
91,"1","2025-06-26T12:43:00.134901Z",85,"[{""start"":19,""end"":24,""text"":""72.27"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":114,""end"":121,""text"":""1608.05"",""labels"":[""BALANCE""]},{""start"":110,""end"":113,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":59,""end"":97,""text"":""PAYPAL *HSOUB 07 759718069 GB"",""labels"":[""LOCATION""]}]",49.988,"Transaction of AED 72.27 debited from your a/c ****0535 at PAYPAL *HSOUB          07 759718069 GB. Avl Bal is AED 1608.05","2025-06-26T12:43:00.134921Z"
92,"1","2025-06-26T12:43:32.999513Z",86,"[{""start"":19,""end"":24,""text"":""36.76"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":103,""text"":""45.68"",""labels"":[""BALANCE""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":58,""end"":81,""text"":"" GULF FILM LLC DUBAI AE"",""labels"":[""LOCATION""]}]",30.874,"Transaction of AED 36.76 debited from your a/c ****0535 at GULF FILM LLC DUBAI AE. Avl Bal is AED 45.68","2025-06-26T12:43:32.999523Z"
93,"1","2025-06-26T12:44:08.847926Z",87,"[{""start"":18,""end"":24,""text"":""500.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":59,""text"":"" *535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":105,""text"":""800.00"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",12.344,"Dear Customer AED 500.00 was debited from your account *535. Your available account balance is AED 800.00","2025-06-26T12:44:08.847950Z"
94,"1","2025-06-26T12:44:28.495347Z",88,"[{""start"":19,""end"":24,""text"":""18.15"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":51,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":112,""end"":117,""text"":""64.79"",""labels"":[""BALANCE""]},{""start"":108,""end"":111,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":54,""end"":95,""text"":"" QUIZLET COM SA N FRANCISCO US"",""labels"":[""LOCATION""]}]",17.905,"Transaction of AED 18.15 debited from your a/c *535 at QUIZLET COM            SA N FRANCISCO US. Avl Bal is AED 64.79","2025-06-26T12:44:28.495363Z"
95,"1","2025-06-26T12:44:51.454069Z",89,"[{""start"":18,""end"":25,""text"":""1300.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":38,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":59,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":107,""text"":""18345.89"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",20.284,"Dear Customer AED 1300.00 was credited to your account *535. Your available account balance is AED 18345.89","2025-06-26T12:44:51.454096Z"
96,"1","2025-06-26T12:45:07.750529Z",90,"[{""start"":18,""end"":25,""text"":""2000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":106,""text"":""284.55"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",12.338,"Dear Customer AED 2000.00 was debited from your account *535. Your available account balance is AED 284.55","2025-06-26T12:45:07.750551Z"
97,"1","2025-06-26T12:45:19.836761Z",91,"[{""start"":18,""end"":24,""text"":""600.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":105,""text"":""1400.00"",""labels"":[""BALANCE""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]}]",10.871,"Dear Customer AED 600.00 was credited to your account *535. Your available account balance is AED 1400.00","2025-06-26T12:45:19.836782Z"
98,"1","2025-06-26T12:45:33.450914Z",92,"[{""start"":18,""end"":22,""text"":""0.89"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":61,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":101,""end"":108,""text"":""1200.06"",""labels"":[""BALANCE""]},{""start"":97,""end"":100,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.83,"Dear Customer AED 0.89 was debited from your account ****0535. Your available account balance is AED 1200.06","2025-06-26T12:45:33.450939Z"
99,"1","2025-06-26T12:46:29.199237Z",93,"[{""start"":18,""end"":24,""text"":""300.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":63,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":103,""end"":109,""text"":""826.94"",""labels"":[""BALANCE""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]}]",48.328,"Dear Customer AED 300.00 was debited from your account ****0535. Your available account balance is AED 826.94","2025-06-26T12:46:29.199250Z"
100,"1","2025-06-26T12:46:44.696060Z",94,"[{""start"":18,""end"":24,""text"":""200.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":63,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":103,""end"":109,""text"":""700.93"",""labels"":[""BALANCE""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]}]",12.031,"Dear Customer AED 200.00 was debited from your account ****0535. Your available account balance is AED 700.93","2025-06-26T12:46:44.696069Z"
101,"1","2025-06-26T12:47:25.723722Z",95,"[{""start"":19,""end"":24,""text"":""20.00"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":111,""end"":117,""text"":""697.78"",""labels"":[""BALANCE""]},{""start"":107,""end"":110,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":59,""end"":94,""text"":""PARAKANDY ABDUL MAJEED ABU DHABI AE"",""labels"":[""LOCATION""]}]",39.354,"Transaction of AED 20.00 debited from your a/c ****0535 at PARAKANDY ABDUL MAJEED ABU DHABI AE. Avl Bal is AED 697.78","2025-06-26T12:47:25.723755Z"
102,"1","2025-06-26T12:47:58.883315Z",96,"[{""start"":18,""end"":26,""text"":""16000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":31,""end"":39,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":100,""end"":108,""text"":""16000.00"",""labels"":[""BALANCE""]}]",30.94,"Dear Customer AED 16000.00 was credited to your account *535. Your available account balance is AED 16000.00","2025-06-26T12:47:58.883333Z"
103,"1","2025-06-26T12:48:39.386002Z",97,"[{""start"":18,""end"":25,""text"":""6000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":103,""end"":110,""text"":""6381.07"",""labels"":[""BALANCE""]},{""start"":55,""end"":63,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":30,""end"":38,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]}]",38.53,"Dear Customer AED 6000.00 was credited to your account ****0535. Your available account balance is AED 6381.07","2025-06-26T12:48:39.386027Z"
104,"1","2025-06-26T12:49:16.631728Z",98,"[{""start"":66,""end"":74,""text"":""XXXX0535"",""labels"":[""ACCOUNT_NUMBER""]}]",34.325,"Dear customer cheque no:047568 has been deposited to your account XXXX0535 through deposit machine. Deposit will be confirmed after successful cheque clearing 20-05-2022 08:07:48","2025-06-26T12:49:16.631748Z"
105,"1","2025-06-26T12:51:20.398697Z",99,"[{""start"":19,""end"":25,""text"":""299.25"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":26,""end"":33,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":48,""end"":52,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":110,""end"":115,""text"":""64.14"",""labels"":[""BALANCE""]},{""start"":106,""end"":109,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":56,""end"":93,""text"":""www.groupon.ae gr oupon.ae IE"",""labels"":[""LOCATION""]}]",24.065,"Transaction of AED 299.25 debited from your a/c *535 at www.groupon.ae         gr oupon.ae IE. Avl Bal is AED 64.14","2025-06-26T12:51:20.398722Z"
106,"1","2025-06-26T12:51:56.367628Z",100,"[{""start"":19,""end"":24,""text"":""32.99"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":51,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":109,""end"":117,""text"":""10147.81"",""labels"":[""BALANCE""]},{""start"":55,""end"":92,""text"":""APPLE.COM\/BILL IT UNES.COM IE"",""labels"":[""LOCATION""]},{""start"":105,""end"":108,""text"":""AED"",""labels"":[""CURRENCY""]}]",34.476,"Transaction of AED 32.99 debited from your a/c *535 at APPLE.COM/BILL         IT UNES.COM IE. Avl Bal is AED 10147.81","2025-06-26T12:51:56.367652Z"
107,"1","2025-06-26T12:52:20.090621Z",101,"[{""start"":18,""end"":26,""text"":""10000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":31,""end"":38,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":57,""end"":65,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":105,""end"":112,""text"":""4915.34"",""labels"":[""BALANCE""]},{""start"":101,""end"":104,""text"":""AED"",""labels"":[""CURRENCY""]}]",21.266,"Dear Customer AED 10000.00 was debited from your account ****0535. Your available account balance is AED 4915.34","2025-06-26T12:52:20.090643Z"
108,"1","2025-06-26T12:52:40.488235Z",102,"[{""start"":18,""end"":23,""text"":""60.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":28,""end"":36,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":61,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":101,""end"":108,""text"":""1048.29"",""labels"":[""BALANCE""]},{""start"":97,""end"":100,""text"":""AED"",""labels"":[""CURRENCY""]}]",15.412,"Dear Customer AED 60.00 was credited to your account ****0535. Your available account balance is AED 1048.29","2025-06-26T12:52:40.488261Z"
109,"1","2025-06-26T12:54:06.137365Z",103,"[{""start"":18,""end"":26,""text"":""16000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":31,""end"":39,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":64,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":104,""end"":112,""text"":""16900.50"",""labels"":[""BALANCE""]},{""start"":100,""end"":103,""text"":""AED"",""labels"":[""CURRENCY""]}]",83.952,"Dear Customer AED 16000.00 was credited to your account ****0535. Your available account balance is AED 16900.50","2025-06-26T12:54:06.137383Z"
110,"1","2025-06-26T12:55:34.963602Z",104,"[{""start"":18,""end"":24,""text"":""150.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":104,""text"":""831.54"",""labels"":[""BALANCE""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]}]",15.213,"Dear Customer AED 150.00 was credited to your account *535. Your available account balance is AED 831.54","2025-06-26T12:55:34.963627Z"
111,"1","2025-06-26T12:56:03.916967Z",105,"[{""start"":18,""end"":25,""text"":""500.00 "",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":38,""text"":""credited "",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":62,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":102,""end"":108,""text"":""747.19"",""labels"":[""BALANCE""]},{""start"":98,""end"":101,""text"":""AED"",""labels"":[""CURRENCY""]}]",24.953,"Dear Customer AED 500.00 was credited to your account ****0535. Your available account balance is AED 747.19","2025-06-26T12:56:03.916984Z"
112,"1","2025-06-26T12:56:56.286524Z",106,"[{""start"":19,""end"":23,""text"":""2.98"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":24,""end"":31,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":46,""end"":50,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":107,""end"":113,""text"":""525.36"",""labels"":[""BALANCE""]},{""start"":103,""end"":106,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":53,""end"":90,""text"":"" Etc IVR 101 Ab u Dhabi AE"",""labels"":[""LOCATION""]}]",50.572,"Transaction of AED 2.98 debited from your a/c *535 at Etc IVR 101            Ab u Dhabi AE. Avl Bal is AED 525.36","2025-06-26T12:56:56.286548Z"
113,"1","2025-06-26T12:57:35.618312Z",107,"[{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":38,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":18,""end"":25,""text"":""2000.00"",""labels"":[""AMOUNT""]},{""start"":55,""end"":59,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":106,""text"":""2126.30"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",34.106,"Dear Customer AED 2000.00 was credited to your account *535. Your available account balance is AED 2126.30","2025-06-26T12:57:35.618337Z"
114,"1","2025-06-26T12:57:56.988045Z",108,"[{""start"":18,""end"":25,""text"":""5000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":105,""text"":""27.43"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",17.519,"Dear Customer AED 5000.00 was debited from your account *535. Your available account balance is AED 27.43","2025-06-26T12:57:56.988059Z"
115,"1","2025-06-26T12:58:09.395020Z",109,"[{""start"":18,""end"":24,""text"":""500.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":105,""text"":""1429.87"",""labels"":[""BALANCE""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]}]",10.792,"Dear Customer AED 500.00 was credited to your account *535. Your available account balance is AED 1429.87","2025-06-26T12:58:09.395040Z"
116,"1","2025-06-26T12:58:30.649375Z",110,"[{""start"":19,""end"":24,""text"":""19.30"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":105,""end"":108,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":59,""end"":92,""text"":""LULU HYPERMARKET LLC ABU DHABI AE"",""labels"":[""LOCATION""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":109,""end"":114,""text"":""42.30"",""labels"":[""BALANCE""]}]",20.148,"Transaction of AED 19.30 debited from your a/c ****0535 at LULU HYPERMARKET LLC ABU DHABI AE. Avl Bal is AED 42.30","2025-06-26T12:58:30.649388Z"
117,"1","2025-06-26T12:58:46.505012Z",111,"[{""start"":19,""end"":24,""text"":""66.15"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":107,""end"":110,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":110,""end"":117,""text"":""392.43"",""labels"":[""BALANCE""]},{""start"":58,""end"":94,""text"":"" ALHASRE FAST FOOD REST ABU DHABI AE"",""labels"":[""LOCATION""]}]",14.359,"Transaction of AED 66.15 debited from your a/c ****0535 at ALHASRE FAST FOOD REST ABU DHABI AE. Avl Bal is AED 392.43","2025-06-26T12:58:46.505040Z"
118,"1","2025-06-26T12:59:02.927946Z",112,"[{""start"":18,""end"":26,""text"":""16000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":31,""end"":39,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":100,""end"":108,""text"":""16001.00"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",13.299,"Dear Customer AED 16000.00 was credited to your account *535. Your available account balance is AED 16001.00","2025-06-26T12:59:02.927970Z"
119,"1","2025-06-26T12:59:53.898423Z",113,"[{""start"":18,""end"":24,""text"":""365.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":104,""text"":""536.71"",""labels"":[""BALANCE""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]}]",48.747,"Dear Customer AED 365.00 was credited to your account *535. Your available account balance is AED 536.71","2025-06-26T12:59:53.898448Z"
120,"1","2025-06-26T13:01:08.319017Z",114,"[{""start"":18,""end"":25,""text"":""1600.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":60,""text"":"" *535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":108,""text"":""16278.81"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",70.45,"Dear Customer AED 1600.00 was debited from your account *535. Your available account balance is AED 16278.81","2025-06-26T13:01:08.319035Z"
